,f_id,item,veg_or_non_veg
11772,fd21149,Allo Mater,Veg
11773,fd21151,Chicken Do Piyaza,Non-veg
11774,fd21153,Chicken  Bharta,Non-veg
11775,fd21154,Chicken  Lababdar,Non-veg
11776,fd21156,Fish Curry [2Ps],Non-veg
11777,fd21157,Fish Goa Curry [Sweet],Non-veg
11778,fd21160,Egg Bhurjiya,Non-veg
11779,fd21161,Stemed Rice,Veg
11780,fd21162,Peas Rice,Veg
11781,fd21165,Kashmiri Rice,Veg
11782,fd21171,Noodle Egg,Non-veg
11783,fd21172,Noodle Chicken,Non-veg
11784,fd21173,Noodle MIx,Veg
11785,fd21176,Roti Ghee,Veg
11786,fd21177,Salad Green,Veg
11787,fd21184,US Deluxe Pizza,Veg
11788,fd21186,Mexican Peppy Pizza,Veg
11789,fd21187,Fresh American Veg Special Pizza,Veg
11790,fd21195,Garlic Bread (Cheese),Veg
11791,fd21196,Garlic Bread Supreme,Veg
11792,fd21197,Pepsi (300 ml),Veg
11793,fd21198,Mirinda (300 ml),Veg
11794,fd21199,Mountain Dew (300 ml),Veg
11795,fd21200,Match Day Mania 1,Veg
11796,fd21201,Match Day Mania 2,Veg
11797,fd21202,Match Day Mania 3,Veg
11798,fd21203,Match Day Mania 4,Veg
11799,fd21204,Crispy Paneer Pizza + Pepsi 250 Ml Can,Veg
11800,fd21205,Us Special Extra Pizza + Pepsi 250 Ml Can,Veg
11801,fd21206,Premium Paneer Burger + Pepsi 250 Ml Can,Veg
11802,fd21207,Crunchy Corn Burger + Pepsi 250 Ml Can,Veg
11803,fd21208,Mexican Peppy Pizza + Pepsi 250 Ml Can,Veg
11804,fd21209,Maharaja Burger + Pepsi 250 Ml Can,Veg
11805,fd21210,Fresh American Veg Special Pizza + Coke 200 Ml Can,Veg
11806,fd21211,Cheese and Corn,Veg
11807,fd21215,Mushroom Riot Pizza,Veg
11808,fd21218,Crispy Paneer Pizza,Veg
11809,fd21220,US Special Extra Pizza,Veg
11810,fd21222,5' Delight Bread Pizza,Veg
11811,fd21223,5' Deluxe Bread Pizza,Veg
11812,fd21224,5' Paneer Bread Pizza,Veg
11813,fd21225,5' Spicy Bread Pizza,Veg
11814,fd21226,5' Cheese Burst Bread Pizza,Veg
11815,fd21227,5' US Special Bread Pizza,Veg
11816,fd21228,Combo 1,Veg
11817,fd21229,Combo 2,Veg
11818,fd21231,Veg Supreme Burger,Veg
11819,fd21232,Chilli Lava Burger,Veg
11820,fd21233,Crunchy Corn Burger,Veg
11821,fd21237,US Special Sandwich,Veg
11822,fd21240,Paneer Pops,Veg
11823,fd21250,7 Up (300 ml),Veg
11824,fd21252,Chicken Lollipop (2plt),Non-veg
11825,fd21262,Mushroom Do Pyaaza,Veg
11826,fd21263,Mushrrom Masala,Veg
11827,fd21278,Chili Idli (2) + Chana Chili (2),Veg
11828,fd21282,Chilli Chiken Gravy,Non-veg
11829,fd21286,Poat Kalegi,Non-veg
11830,fd21288,Aangara Leg,Non-veg
11831,fd21289,Pahari Leg,Non-veg
11832,fd21293,Chicken Abbu Chilli Kabab,Non-veg
11833,fd21299,Bhook Pyaas Spl Chicken,Non-veg
11834,fd21301,Chicken Punjabi (boneless),Non-veg
11835,fd21307,Chicken Dopyaza,Non-veg
11836,fd21313,Veg Hyderbadi,Veg
11837,fd21315,Paneer Kurechan,Veg
11838,fd21319,Paneet Tikka Masala,Veg
11839,fd21325,Matar Paratha,Veg
11840,fd21326,Ajwain Paratha,Veg
11841,fd21327,Pyaaz Paratha,Veg
11842,fd21328,Chicken Bhook Pyaas Spl Noodles,Non-veg
11843,fd21330,Chilli Garlic Noodles,Non-veg
11844,fd21335,Manchurian Chowmien,Veg
11845,fd21336,Baby corn Chowmien,Veg
11846,fd21350,Samosa 4 Pcs,Veg
11847,fd21351,Spring Roll 2 Pcs,Veg
11848,fd21352,"Paneer Chilli, Fried Rice",Veg
11849,fd21353,"Veg Manchurian, Veg Chowmein",Veg
11850,fd21354,"Aloo Gobi Masala, Tawa Roti",Veg
11851,fd21355,"Plain Dosa, Idli",Veg
11852,fd21356,"Mix Veg, Tawa Roti 2 Pcs",Veg
11853,fd21357,"Mix Veg, Tawa Roti 4 Pcs",Veg
11854,fd21358,"Vegetable Uttappam, Idli",Veg
11855,fd21359,"Chana Masala, Tawa roti",Veg
11856,fd21370,Vegetable Hyderabad,Veg
11857,fd21373,Paneer Handi Masala,Veg
11858,fd21384,Cheese Butter Plain Dosa,Veg
11859,fd21386,Onion Butter Plain Dosa,Veg
11860,fd21387,Gun Powder Idli 4 Pcs,Veg
11861,fd21388,Cheese Plain Dosa,Veg
11862,fd21389,Vegetable Upma,Veg
11863,fd21390,Vegetable Uttappam,Veg
11864,fd21391,Schezwan Dosa,Veg
11865,fd21393,Idli 4 Pcs,Veg
11866,fd21399,Tawa Roti 5 Pcs,Veg
11867,fd21401,2 Aloo Paratha,Veg
11868,fd21409,Chicken Chilli Dry,Non-veg
11869,fd21410,Chana Chilli Dry,Veg
11870,fd21435,Mix Non Veg Chicken Fried Rice,Non-veg
11871,fd21438,Plain Steam  Rice,Veg
11872,fd21451,Chicken Drums Of Heaven,Non-veg
11873,fd21455,Chicken Pan Fried Momo,Non-veg
11874,fd21457,B.b.q. Chicken,Non-veg
11875,fd21459,Chicken Steamed Momo,Non-veg
11876,fd21462,Veg Pan Fried Momo,Veg
11877,fd21463,Chicken 65 Dry Only,Non-veg
11878,fd21464,Honey Chilli Chicken,Non-veg
11879,fd21465,Paneer Salt & Paper,Veg
11880,fd21472,Sabz Navratna Korma,Veg
11881,fd21474,Jhal Frazy,Veg
11882,fd21475,Sabz Kadhai,Veg
11883,fd21481,Paneer Navratna Korma,Veg
11884,fd21495,Chicken Dangabaaz,Non-veg
11885,fd21509,Devils Choice (paneer),Veg
11886,fd21512,Tsisg-hoi Paneer,Veg
11887,fd21523,Mix Veg Pan Fried Noodles,Veg
11888,fd21525,Chicken Tangrin Noodles,Non-veg
11889,fd21526,Mix Veg Tangrin Noodles,Veg
11890,fd21527,Veg Tangrin Noodles,Veg
11891,fd21530,Chicken Mandarin Noodles,Non-veg
11892,fd21531,Mix Non Veg Mandarin Noodles,Non-veg
11893,fd21532,Mix Non Veg Hakka Noodles,Non-veg
11894,fd21533,Mix Non Veg Pan Fried Noodles,Non-veg
11895,fd21534,Mix Non Veg Tangrin Noodles,Non-veg
11896,fd21541,Yellow  Dal Fry,Veg
11897,fd21542,Anda Tadka,Non-veg
11898,fd21543,Butter Scotch ( 450 gms) (Eggless),Veg
11899,fd21544,Pine Apple Cake ( 450 gms) (Eggless),Veg
11900,fd21545,Vanila Cake ( 450 gms) (Eggless),Veg
11901,fd21546,Strawberry Cake ( 450 gms) (Eggless),Veg
11902,fd21547,Black Forest Cake ( 450 gms) (Eggless),Veg
11903,fd21548,Red Velvet Cake ( 450 gms) (Eggless),Veg
11904,fd21549,Swiss Vanilla Cake ( 450 gms) (Eggless),Veg
11905,fd21550,White Forest Cake ( 450 gms) (Eggless),Veg
11906,fd21551,Chocolate Truffle Cake ( 450 gms) (Eggless),Veg
11907,fd21552,Choco Chips Cake(450gms),Veg
11908,fd21553,Butter Scotch (1 Pcs) (Eggless),Veg
11909,fd21554,Black Forest (1 Pcs) (Eggless),Veg
11910,fd21555,Pine Apple Slice (1 Pcs) (Eggless),Veg
11911,fd21556,Swiss Vanilla   (1 Pcs) (Eggless),Veg
11912,fd21557,Chocolate Truffle Slices (1 Pcs) (Eggless),Veg
11913,fd21558,Chocolate (1 Pcs) (Eggless),Veg
11914,fd21559,Rum Ball (1 Pcs) (Eggless),Veg
11915,fd21560,Death By Chocolate (1 Pcs) (Eggless),Veg
11916,fd21561,Chocochips (1 Pcs) (Eggless),Veg
11917,fd21562,Cheese Cake Pastry (1 Pcs) (Eggless),Veg
11918,fd21563,Chocolate Cornato Mouse (1 Pcs),Veg
11919,fd21566,Rasgulla Sada,Veg
11920,fd21567,Kesari Rajbhog,Veg
11921,fd21570,Milkcake,Veg
11922,fd21571,Besan Laddu,Veg
11923,fd21572,Besan Chakhi,Veg
11924,fd21573,Moti Paak,Veg
11925,fd21574,Bondi,Veg
11926,fd21575,Refine Ladoo,Veg
11927,fd21576,Mini Gulab Jamun,Veg
11928,fd21579,Kala Jamun,Veg
11929,fd21580,Chena Pulao,Veg
11930,fd21581,Cream Sweets,Veg
11931,fd21583,Fresh Raw Paneer,Veg
11932,fd21591,Chicken Tikka 8 pcs,Non-veg
11933,fd21592,Masala Rohu Fried Fish With Bone,Non-veg
11934,fd21593,Chicken Madhumati,Non-veg
11935,fd21598,Boneless Basa Fish Curry,Non-veg
11936,fd21609,Tandoori Chicken Biryani Full With Mirch Ka Salan And Raita,Non-veg
11937,fd21610,Steamed Rice Full,Veg
11938,fd21611,Veg Biryani Full,Veg
11939,fd21612,Chicken Dum Biryani Full With Mirch Ka Salan And Raita,Non-veg
11940,fd21613,Jeera Rice Full,Veg
11941,fd21614,Chicken Ginger Garlic,Non-veg
11942,fd21615,Pepsi 250 Ml,Veg
11943,fd21616,Sprite 250 Ml,Veg
11944,fd21630,Chicken Fried Momos (6 Pcs),Non-veg
11945,fd21632,Healthy Steam Chicken Tikka,Non-veg
11946,fd21633,Healthy Steam Chicken Tikka Masala,Non-veg
11947,fd21634,Sawan 5 Veg Pkora Matar Pneer +dal Mkhani Veg Biryani+msla Kulcha 2p Papd Pkle+g.jamun 2 Raita,Veg
11948,fd21635,Sawan 3 Pneer Pkora 4pc Aloo Dum Dal Tdka Jeera Rice+2 Aloo Paratha Papad Pkl Gulab Jamun 2pc K.slad,Veg
11949,fd21636,"Sawan 2 Pneer Pakora 4pc+pneer Masala+ Dal Fry+jeera Rice+2 Baby B.naan+papad+pkl,g. Jamun 2pc Salad",Veg
11950,fd21637,Sawan 1veg Pakora+aloo Matar Masala+yellow Dal Fry+steam Rice+4 Tawa Roti+papad+pickle+gulab Jamun 2,Veg
11951,fd21638,Sawan 4hra Bhra Kbab 4 Mxed Veg Korma Dal Fry Msala Fry Rice+2btr Naan+papd+pkle+g.jamun 2pc K.salad,Veg
11952,fd21639,Soya Chaap Lababdar,Veg
11953,fd21640,Soya Chaap Tikka Butter Masala,Veg
11954,fd21641,Punjabi Soya Chaap Masala,Veg
11955,fd21644,Afghani Soya Chaap,Veg
11956,fd21645,Hariyali Soya Chaap Starter,Veg
11957,fd21646,Chinese Soya Chaap 65,Veg
11958,fd21647,Soya Chaap Manchurian,Veg
11959,fd21648,Soya Chaap Schezuan,Veg
11960,fd21649,Lasooni Chicken Small Pcs 1/2 Kg Dhaba Style,Non-veg
11961,fd21650,Matka Boneless Basa Fish Tikka Hyderabadi Dum Biryani With Salan And Raita 500gms,Non-veg
11962,fd21651,Matka Veg And Paneer Hyderabadi Dum Biryani 1/2 Kg,Veg
11963,fd21652,Matka Mutton Hyderabadi Dum Biryani 1/2kg,Non-veg
11964,fd21653,Matka Egg Hyderabadi Biryani,Non-veg
11965,fd21654,Matka Chicken Tikka Hyderabadi Dum Biryani 1/2kg,Non-veg
11966,fd21655,Matka Chicken Boneless Hyderabadi Dum Biryani1/2 Kg,Non-veg
11967,fd21656,Matka Chicken Leg Hyderabadi Dum Biryani 1/2kg,Non-veg
11968,fd21658,Rumali Roti (2pc)  Dehati Style Lasooni (8 Small Pcs )chicken Latpat Combo,Non-veg
11969,fd21659,Rumali Roti(2pcs) With 4 Pcs Dehati Style Mutton Combo,Non-veg
11970,fd21660,Rumali Roti(2 Pc )desi  Style Dehati Mutton (4 Small Pcs) Galauti Kebab(2 Pcs),Non-veg
11971,fd21661,Rumali Roti (2 Pcs) Lahsuni Chicken (8 Small Pcs) Galauti Kebab (2 Pcs) Combo,Non-veg
11972,fd21662,Indian Veg Curry Thali,Veg
11973,fd21663,Combos 1 Indian (veg Biryani Paneer Tikka 4pc Gravy And Raita,Veg
11974,fd21664,Combos 2 Indian (jeera Rice Dal Tadka Naan Or Tawa Roti Paneer Butter Masala Kachumber Salad,Veg
11975,fd21665,Combo 3 Indian ( Chicken Biryani Tandoori Chicken Gravy And Raita),Non-veg
11976,fd21666,Combo 4 Indian ( Chicken Butter Masala Basmati Rice Tawa Roti Or Naan Kachumber Salad,Non-veg
11977,fd21667,Indian Fish Curry Rice,Non-veg
11978,fd21668,Indian Mutton Curry Rice,Non-veg
11979,fd21669,Indian Chicken Curry Rice,Non-veg
11980,fd21670,Indian Egg Curry Rice,Non-veg
11981,fd21671,Indian Matar Paneer Masala Rice Combo,Veg
11982,fd21672,Lasooni Chicken Latpat Small Pcs Dhaba Style 1/2 Kg  With Laccha Paratha,Non-veg
11983,fd21673,Chinese Combo 3 Soya Chaap Veg Fried Rice With Soya Chaap Chilli 2 Pcs Veg Momos,Veg
11984,fd21674,Chinese Combo 4 (chicken Hakka Noodles Chicken Chilli 2pc Chicken Momos),Non-veg
11985,fd21675,Combo 7 Chinese( Veg Hakka Noodle Paneer Chilli 2pc Veg Momos),Veg
11986,fd21676,Combo 8 Chinese ( Veg Hakka Noodle Veg Manchurian 2pc Veg Momos,Veg
11987,fd21677,Chinese Tandoori Chicken Lollipop 8 Pcs With Egg Fried Rice,Non-veg
11988,fd21678,Chinese Tandoori Paneer Tikka 8Pcs With Vegetable Fried Rice,Veg
11989,fd21679,Chinese Combo 5 Soya Chaap Veg Hakka With Soya Chaap Chilli With 2 Pcs Veg Momos,Veg
11990,fd21685,American Corn Chat,Veg
11991,fd21687,Tandoori Mushroom 8Pcs,Veg
11992,fd21689,Veg Dahi Kebab,Veg
11993,fd21690,Veg Hara Bhara Kabab 8Pcs,Veg
11994,fd21691,Chinese Tandoori Paneer Tikka,Veg
11995,fd21695,Veg Spring Rolls With Hot Garlic Sauce 6 Cut Pcs,Veg
11996,fd21696,Chicken Spring Rolls With Hot Garlic Sauce 6cut Pcs,Non-veg
11997,fd21698,Boneless Basa Fish 65,Non-veg
11998,fd21699,Boneless Basa Fish Chilli Garlic,Non-veg
11999,fd21700,Amritsari Boneless Basa Fish Fry Pakoda,Non-veg
12000,fd21701,Ajwaini Boneless Basa Fish Tikka,Non-veg
12001,fd21702,Tandoori Boneless Basa Fish Tikka,Non-veg
12002,fd21710,Chicken Popcorn 20 Pcs,Non-veg
12003,fd21711,Chicken Tandoori 4Pcs,Non-veg
12004,fd21712,Chicken Tandoori 2Pcs,Non-veg
12005,fd21715,Chicken Seekh Kabab 8Pcs,Non-veg
12006,fd21716,Chicken Malai Kabab,Non-veg
12007,fd21717,Chicken Hariyali Kabab,Non-veg
12008,fd21718,Crispy Japanese Panko Bread Prawn  8Pcs,Non-veg
12009,fd21719,Chinese Tandoori Chicken Tikka 8 Pcs,Non-veg
12010,fd21720,Chinese Tandoori Chicken Lollipop 8Pcs,Non-veg
12011,fd21722,CHICKEN TIKKA 12 PCS,Non-veg
12012,fd21723,Besan Omelette Masala,Non-veg
12013,fd21724,Paneer Malai Kofta,Veg
12014,fd21725,Paneer Jalfrezi,Veg
12015,fd21736,Mughlai Shahi Paneer,Veg
12016,fd21738,Corn Palak Masala,Veg
12017,fd21740,Mushroom Jalfrezi,Veg
12018,fd21744,Cheese Malai Kofta,Veg
12019,fd21745,Bhuna Mutton Fry,Non-veg
12020,fd21746,Matka Party Mutton,Non-veg
12021,fd21747,Mughlai Chicken Rezala In Cashew Gravy,Non-veg
12022,fd21749,Chettinad Chicken Boneless Lemon Pepper Spicy With Coconut Milk,Non-veg
12023,fd21750,Marinated Boneless Basa Fish Tikka Curry,Non-veg
12024,fd21753,Mughlai Shahi Mutton,Non-veg
12025,fd21754,Matka Party  Chicken,Non-veg
12026,fd21762,Matka Dehati Mutton,Non-veg
12027,fd21766,Indian Fish Curry Thali,Non-veg
12028,fd21767,Indian Mutton Curry Thali,Non-veg
12029,fd21768,Indian Chicken Curry Thali,Non-veg
12030,fd21769,Indian Egg Curry Thali,Non-veg
12031,fd21770,Masala Fried Fish 4 Pcs,Non-veg
12032,fd21771,Boneless Tandoori Barbecue Chicken With Bbq Sauce,Non-veg
12033,fd21773,Chicken Dehati Home Style,Non-veg
12034,fd21774,Chiken Pot Kaleji Msala,Non-veg
12035,fd21775,Chiken Tikka Lababdar,Non-veg
12036,fd21776,Mughlai Shahi Chicken Boneless,Non-veg
12037,fd21777,Murgh Musallam Full,Non-veg
12038,fd21779,CHICKEN DO PYAZA,Non-veg
12039,fd21780,Boneless Basa Fish Tikka Curry,Non-veg
12040,fd21781,Goan Boneless Chicken Xacuti Hot And Spicy With Coconut Milk,Non-veg
12041,fd21782,Chicken Tangdi Masala,Non-veg
12042,fd21783,Chicken 65 Fried Rice,Non-veg
12043,fd21784,Garlic Chicken Fried Rice,Non-veg
12044,fd21785,Masala Fried Rice With Spicy Chicken Wings 4 Pcs,Non-veg
12045,fd21796,Chicken Tikka 2pcs Biryani Full With Mirch Ka Salan And Raita,Non-veg
12046,fd21797,Green Peas Pulao Full,Veg
12047,fd21798,Kashmiri Pulao Full,Veg
12048,fd21799,Paneer Tikka Veg Biryani Full With Mirch Ka Salan And Raita,Veg
12049,fd21800,Prawn Biryani  Full With Mirch Ka Salan And Raita,Non-veg
12050,fd21803,Veg Pulao Full,Veg
12051,fd21806,Egg Biryani Full 2pcs Egg Seved With Mirch Ka Salan And Raita,Non-veg
12052,fd21808,Mutton Biryani Full With 4pcs Small Home Style Mutton,Non-veg
12053,fd21809,Mutton Biryani Half With 2pcs Small Mutton Home Style,Non-veg
12054,fd21811,Sweet And Sour Chicken,Non-veg
12055,fd21818,Prawn Schezwan,Non-veg
12056,fd21819,Egg Bhurjee Burger Free Pepsi 250 Ml,Non-veg
12057,fd21820,Paneer Tikka  Roll  With Free  250ml Cold Drink,Veg
12058,fd21821,Paneer Tikka Burger With Free Pepsi 250ml,Veg
12059,fd21822,Chicken Tikka Roll With  250 Ml Cold Drink,Non-veg
12060,fd21823,Chicken Tikka Burger Free Pepsi 250ml,Non-veg
12061,fd21824,Crispy Fried Spicy Chicken Wings,Non-veg
12062,fd21825,Thums Up 250ml,Veg
12063,fd21826,Mirinda 250 Ml,Veg
12064,fd21827,7 Up 250 Ml,Veg
12065,fd21830,Roomali  Roti,Veg
12066,fd21837,Garlic Plain Naan,Veg
12067,fd21842,Mughlai Paneer Paratha,Veg
12068,fd21843,Mughlai Chicken Paratha,Non-veg
12069,fd21851,Chicken Hot And Sour,Non-veg
12070,fd21862,Dal Pachrangi,Veg
12071,fd21866,Paneer Shawarma Roll,Veg
12072,fd21868,Chicken Shawarma Roll,Non-veg
12073,fd21870,Veg Steamed Momos (6 Pcs),Veg
12074,fd21871,Veg Fried Momos (6 Pcs),Veg
12075,fd21872,Chicken Steamed Momos (6 Pcs),Non-veg
12076,fd21874,Pasta Arabiata (Red Sauce),Veg
12077,fd21875,Creamy White Sauce Pasta,Veg
12078,fd21876,Creamy White Sauce Mushroom Pasta,Veg
12079,fd21877,Chicken Pasta (Red Sauce),Non-veg
12080,fd21878,Creamy White Sauce Chicken Pasta,Non-veg
12081,fd21879,Paneer Tikka Pizza 8 Inch,Veg
12082,fd21880,8' Vegetable Pizza,Veg
12083,fd21882,Paneer Manchurian Pizza,Veg
12084,fd21884,8' Chicken Pizza,Non-veg
12085,fd21885,Chicken Manchurian Pizza,Non-veg
12086,fd21891,Burger Combos 1( Veg Burger French Fries And Mayo,Veg
12087,fd21892,Burger Combos 2(paneer Veg Burger French Fries And Mayo,Veg
12088,fd21893,Burger Combos 4 (tandoori Chicken Burger With French Fries And Mayo,Non-veg
12089,fd21894,Burger Combos,Non-veg
12090,fd21895,Paneer Lollipop (4 Pcs) + Veg Fried Rice Full + Chilli Gravy + Gulab Jamun 2 Pcs,Veg
12091,fd21896,8 Inch Paneer Butter Masala Pizza,Veg
12092,fd21897,8 Inch Chicken Butter Masala Pizza,Non-veg
12093,fd21898,8 Inch  Pizza Margherita (cheese Only),Veg
12094,fd21900,Vanilla [2pound],Veg
12095,fd21902,Butterscotch [2pound],Veg
12096,fd21907,Brunch Choco Fantasy,Veg
12097,fd21909,Pineapple Slice,Veg
12098,fd21913,Mix Mousse,Veg
12099,fd21914,Chocolate Cone,Veg
12100,fd21916,Butterscotch Cream Roll,Veg
12101,fd21917,Chocolate Cream Roll,Veg
12102,fd21918,Bisleri (Water) (with Service) (1 ltr),Veg
12103,fd21919,Jhura Pakora,Veg
12104,fd21921,Cheese Balls (8 Pcs),Veg
12105,fd21929,Paneer Palak,Veg
12106,fd21941,Boneless Chicken Kadai,Non-veg
12107,fd21949,Dal Khichdi,Veg
12108,fd21950,Chicken Biryani with Raita,Non-veg
12109,fd21963,Pot Tea,Veg
12110,fd21965,Pot Coffee,Veg
12111,fd21967,Lassi (200 ml),Veg
12112,fd21968,Buttermilk (200 ml),Veg
12113,fd21970,Gobi Pakora,Veg
12114,fd21977,Chura Badam Mutter,Veg
12115,fd21978,Egg Boiled (2 Pcs),Non-veg
12116,fd21980,Paneer Cutlet,Veg
12117,fd21983,Chicken Fry (4 Pcs),Non-veg
12118,fd21989,Aloo Chaat,Veg
12119,fd22005,Mattar Masala,Veg
12120,fd22011,Gobi Bhujia,Veg
12121,fd22012,Bhindi Bhujia,Veg
12122,fd22013,Patal Bhujia,Veg
12123,fd22014,Aloo Crispy Bhujia,Veg
12124,fd22020,Aloo Chatpata,Veg
12125,fd22025,Chana Chatpata,Veg
12126,fd22030,Hotel AB Palace Special Veg,Veg
12127,fd22042,Plain Dal,Veg
12128,fd22048,Dal Lazeez (Mug Dal),Veg
12129,fd22052,Omelette Curry,Non-veg
12130,fd22061,Fish Kaliyan,Non-veg
12131,fd22062,Dahi Fish,Non-veg
12132,fd22063,Fish Stew,Non-veg
12133,fd22065,Aloo Fish Curry,Non-veg
12134,fd22072,Chicken Tikki Butter Masala,Non-veg
12135,fd22086,Plain Poori (2 Pcs),Veg
12136,fd22096,Veg Biryani with Raita,Veg
12137,fd22097,Egg Biryani with Raita,Non-veg
12138,fd22107,Crispy Potato,Veg
12139,fd22112,Chicken Rice Curry,Non-veg
12140,fd22116,Mixed Chowmein,Non-veg
12141,fd22124,Mixed Noodles,Non-veg
12142,fd22135,Kheera Raita,Veg
12143,fd22137,Butter Cub,Veg
12144,fd22138,Chena Jalebi (2 Pcs),Veg
12145,fd22139,Lengcha (2 Pcs),Veg
12146,fd22140,Pantua (5 Pcs),Veg
12147,fd22141,Rasgulla (Small) (5 Pcs),Veg
12148,fd22142,Rajbhog (kesar Rasgulla),Veg
12149,fd22143,Nimki,Veg
12150,fd22144,Mixture,Veg
12151,fd22145,Sev,Veg
12152,fd22146,Papdi Gathiya,Veg
12153,fd22147,Lamba Gathiya,Veg
12154,fd22148,Rayta Bundi,Veg
12155,fd22149,Bada Rasgulla (white) (2 Pcs),Veg
12156,fd22159,Misti Dahi,Veg
12157,fd22161,Mango Sweet  [350 Gm],Veg
12158,fd22162,Masala Tea Lemon  [4 Cup],Veg
12159,fd22163,Special Tea [4 Cups In Hot Container],Veg
12160,fd22164,Tea [4 Cups In Hot Container],Veg
12161,fd22170,Bada Nimki [8 Pcs],Veg
12162,fd22171,Singara Samosa With Sabji (4 Pcs),Veg
12163,fd22172,Kachori with Sabji (2 Pcs),Veg
12164,fd22173,Jalebi (5 Pcs),Veg
12165,fd22185,Chena Meetha Dry,Veg
12166,fd22193,Mango Masala [350 Gm],Veg
12167,fd22194,Toxic Avenger Chocolate (200 Gms),Veg
12168,fd22195,Tipsy Bonbons Chocolate (200 Gms),Veg
12169,fd22196,Dirty Sherley Chocolate (200 Gms),Veg
12170,fd22197,Oreo Chocolate Cake (750 gms),Veg
12171,fd22198,Choco Truffle Cake (750 gms),Veg
12172,fd22199,Chocolate Bentoncake (250 gm),Veg
12173,fd22200,Chocochip Bentocake (250 gm),Veg
12174,fd22201,Cake And Crumble Bento Cake (250 gm),Veg
12175,fd22202,Brownie Bento Box (250 gm),Veg
12176,fd22203,Red Velvet Cream Cheesecake ( 1 Slice),Veg
12177,fd22204,Bluberry Cheesecake ( 1 Slice),Veg
12178,fd22205,The Old Circle (200 gms),Veg
12179,fd22206,The Luxor Rose (200 gms),Veg
12180,fd22207,The Green Cave (200 gms),Veg
12181,fd22208,The Health Dragon (200 gms),Veg
12182,fd22209,The Warrior Blocks (200 gms),Veg
12183,fd22210,The Old And Faithful (200 gms),Veg
12184,fd22211,The Sweeter Side (200 gms),Veg
12185,fd22212,The Jumble Jungle (200 gms),Veg
12186,fd22216,The Bona Fide,Veg
12187,fd22217,The Marcellus,Veg
12188,fd22218,The Brun Clair,Veg
12189,fd22219,The Java Rush,Veg
12190,fd22220,The Marmalade Salade,Veg
12191,fd22221,Dark Chocolate Truffle,Veg
12192,fd22222,White Chocolate Truffle,Veg
12193,fd22223,Red Velvet Trial Pack (2 Pcs),Veg
12194,fd22224,Snicker Doodles (200 gms),Veg
12195,fd22225,Lemon Zest (200 gms),Veg
12196,fd22226,Chocochip (200 gms),Veg
12197,fd22227,Whole Wheat Chocochip (200 gms),Veg
12198,fd22228,White Chocolate Chocochip (200 gms),Veg
12199,fd22229,Red Velvet (200 gms),Veg
12200,fd22230,Tikya Chat [Half],Veg
12201,fd22231,Tikya Chat [Full],Veg
12202,fd22232,Dahivada Chat [Half],Veg
12203,fd22233,Dahivada Chat [Full],Veg
12204,fd22234,Dahivada 2 Pic [Full],Veg
12205,fd22235,Mix Chat,Veg
12206,fd22238,White Sauce Cheese Psta,Veg
12207,fd22246,Fresh French Sandwich,Veg
12208,fd22247,Fresh Farm Pizza,Veg
12209,fd22248,Paneer Pizza,Veg
12210,fd22251,Mushroom Pizza,Veg
12211,fd22255,Chicken Salami Pizza,Non-veg
12212,fd22256,Chicken Sausage Pizza,Non-veg
12213,fd22257,Choco Lawa Cake,Non-veg
12214,fd22258,Chocolate Cup Cake,Non-veg
12215,fd22259,Vanilla Cup Cake,Non-veg
12216,fd22260,Chocolate Pie,Veg
12217,fd22261,Veg Penne Pasta In Red Sauce,Veg
12218,fd22267,Chicken Salt & Paper,Non-veg
12219,fd22273,Veg Mushroom Sandwich,Veg
12220,fd22275,Chicken Mushroom Sandwich,Non-veg
12221,fd22278,Chicken Extra Loaded Sandwich,Non-veg
12222,fd22279,Veg Extra Loaded Sandwich,Veg
12223,fd22282,Pizza Puram Special Pizza Veg,Veg
12224,fd22285,Veg Extra Loaded Pizza,Veg
12225,fd22288,Perfect Veggie Pizza,Veg
12226,fd22290,Chicken Keema Pizza,Non-veg
12227,fd22291,Creamy White Sauce Chicken Pizza,Non-veg
12228,fd22294,Pizza Puram Special Chicken Pizza,Non-veg
12229,fd22298,Triple Chicken Pizza,Non-veg
12230,fd22299,4 In 1 Combo Non-veg,Non-veg
12231,fd22300,Combo Of 4  Small Veg Pizza,Veg
12232,fd22301,Combo Of 2 Veg And 2 Non Veg,Non-veg
12233,fd22302,4 In 1 Combo,Veg
12234,fd22305,Apple Cake,Non-veg
12235,fd22307,Brownie,Non-veg
12236,fd22308,Chocolate pudding,Non-veg
12237,fd22310,Eggless apple cake,Veg
12238,fd22311,Eggless cup cake,Veg
12239,fd22313,Match Day Mania 2,Non-veg
12240,fd22314,2 Pound Chocolate Cake Eggless(1100grms),Veg
12241,fd22315,2 Pound Chocolate Cake (1100 Grms),Non-veg
12242,fd22316,1 Pound Chocolate Cake 600 Grms,Non-veg
12243,fd22317,1 Pound Chocolate Cake  Eggless 600 Grms,Veg
12244,fd22320,Onian Masala Dosa,Veg
12245,fd22321,Butter Onian Masala Dosa,Veg
12246,fd22322,Butter Onian Cheese Masala Dosa,Veg
12247,fd22323,Cheese Onian Masala Dosa,Veg
12248,fd22326,Pepper Onion Masala Dosa,Veg
12249,fd22327,Panner Onion Masala Dosa,Veg
12250,fd22328,Butter Cheese Schezwan Oinon Masala Dosa,Veg
